timestamp,city,state,station,latitude,longitude,pm25,pm10,no2,so2,co,o3,temperature,humidity,wind_speed,wind_direction,pressure,rainfall,aqi,aqi_category,dominant_pollutant,hour,day,dayofweek,month,year,is_weekend,season,hour_sin,hour_cos,month_sin,month_cos,ventilation_index,hum_temp_ratio,pm25_lag_1,pm25_lag_2,pm25_lag_3,pm25_lag_6,pm25_lag_12,pm25_lag_24,pm10_lag_1,pm10_lag_2,pm10_lag_3,pm10_lag_6,pm10_lag_12,pm10_lag_24,no2_lag_1,no2_lag_2,no2_lag_3,no2_lag_6,no2_lag_12,no2_lag_24,pm25_rolling_mean_3,pm25_rolling_min_3,pm25_rolling_max_3,pm25_rolling_std_3,pm25_rolling_mean_6,pm25_rolling_min_6,pm25_rolling_max_6,pm25_rolling_std_6,pm25_rolling_mean_12,pm25_rolling_min_12,pm25_rolling_max_12,pm25_rolling_std_12,pm25_rolling_mean_24,pm25_rolling_min_24,pm25_rolling_max_24,pm25_rolling_std_24
2026-06-28 00:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,54.83,79.68,26.13,25.78,2.67,35.22,19.17,92.08,5.93,334,1009.8,0.0,108,Moderate,CO,0,28,6,6,2026,1,2,0.0,1.0,1.2246467991473532e-16,-1.0,113.6781,4.565195835399107,55.0,54.92,55.49,62.72,66.85,64.21,87.98,91.85,92.2,93.64,103.29,111.13,35.96,31.38,41.25,24.8,79.73,60.02,55.13666666666668,54.92,55.49,0.3085989846574173,57.48333333333333,54.92,62.72,3.1121610926599157,60.998333333333335,54.92,66.85,4.3263354918312436,62.65291666666666,54.92,67.49,3.638022012944194
2026-06-28 01:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,54.32,84.44,47.01,14.13,2.56,26.27,20.04,96.56,5.85,17,1008.3,0.0,107,Moderate,CO,1,28,6,6,2026,1,2,0.25881904510252074,0.9659258262890683,1.2246467991473532e-16,-1.0,117.234,4.589353612167301,54.83,55.0,54.92,59.54,64.13,62.0,79.68,87.98,91.85,96.81,92.86,89.5,26.13,35.96,31.38,46.51,78.45,59.03,54.916666666666664,54.83,55.0,0.08504900547084474,56.16833333333333,54.83,59.54,1.8798874079758214,59.99666666666666,54.83,64.89,4.238945695106333,62.262083333333344,54.83,67.49,3.9536290199683752
2026-06-28 02:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,55.54,80.1,22.13,21.73,1.45,26.55,18.14,95.92,1.83,197,1013.8,6.7,92,Satisfactory,PM25,2,28,6,6,2026,1,2,0.49999999999999994,0.8660254037844387,1.2246467991473532e-16,-1.0,33.196200000000005,5.011494252873563,54.32,54.83,55.0,57.23,64.66,62.09,84.44,79.68,87.98,95.95,103.63,102.07,47.01,26.13,35.96,72.08,29.56,53.81,54.71666666666667,54.32,55.0,0.35388321990675325,55.29833333333334,54.32,57.23,1.0175149466548232,59.17916666666667,54.32,64.89,4.314623039119045,61.94208333333333,54.32,67.49,4.273617731441667
2026-06-28 03:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,55.7,98.0,66.95,14.15,2.75,31.68,15.73,98.0,3.5,345,1011.3,0.0,109,Moderate,CO,3,28,6,6,2026,1,2,0.7071067811865475,0.7071067811865476,1.2246467991473532e-16,-1.0,55.055,5.857740585774058,55.54,54.32,54.83,55.49,63.7,62.75,80.1,84.44,79.68,92.2,113.19,100.41,22.13,47.01,26.13,41.25,72.4,52.54,54.89666666666667,54.32,55.54,0.6127261487251687,55.01666666666666,54.32,55.54,0.4533725473227741,58.41916666666666,54.32,64.89,4.056963616780249,61.66916666666666,54.32,67.49,4.468463325658329
2026-06-28 04:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,55.28,87.88,26.84,21.12,2.62,28.02,16.72,95.93,3.58,15,1008.8,0.0,108,Moderate,CO,4,28,6,6,2026,1,2,0.8660254037844386,0.5000000000000001,1.2246467991473532e-16,-1.0,59.8576,5.413656884875847,55.7,55.54,54.32,54.92,64.89,64.16,98.0,80.1,84.44,91.85,104.67,108.19,66.95,22.13,47.01,31.38,63.29,51.27,55.18666666666667,54.32,55.7,0.7548068185513372,55.05166666666668,54.32,55.7,0.5026496460417988,57.7525,54.32,64.89,3.7564710833440307,61.375416666666666,54.32,67.49,4.623365026327311
2026-06-28 05:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,56.0,90.71,43.32,12.42,1.2,38.21,16.9,96.51,5.7,4,1014.9,0.0,93,Satisfactory,PM25,5,28,6,6,2026,1,2,0.9659258262890683,0.25881904510252074,1.2246467991473532e-16,-1.0,96.33,5.391620111731844,55.28,55.7,55.54,55.0,62.85,64.3,87.88,98.0,80.1,87.98,95.87,103.47,26.84,66.95,22.13,35.96,56.38,60.21,55.50666666666667,55.28,55.7,0.21197484127038616,55.11166666666667,54.32,55.7,0.5052689053028617,56.95166666666666,54.32,62.85,3.055474470916768,61.00541666666666,54.32,67.49,4.744567583876416
2026-06-28 06:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,58.19,87.47,52.64,25.17,1.09,39.46,18.8,93.8,4.9,65,1008.4,0.0,195,Moderate,CO,6,28,6,6,2026,1,2,1.0,6.123233995736766e-17,1.2246467991473532e-16,-1.0,92.12,4.737373737373737,56.0,55.28,55.7,54.83,62.72,63.08,90.71,87.88,98.0,79.68,93.64,109.99,43.32,26.84,66.95,26.13,24.8,67.99,55.660000000000004,55.28,56.0,0.36166282639812103,55.278333333333336,54.32,56.0,0.6142447937638308,56.380833333333335,54.32,62.72,2.4289970183496243,60.65958333333333,54.32,67.49,4.796197297285906
2026-06-28 07:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,58.5,94.53,63.68,10.91,2.11,17.3,22.36,87.46,3.44,54,1010.4,0.0,101,Moderate,CO,7,28,6,6,2026,1,2,0.9659258262890683,-0.25881904510252063,1.2246467991473532e-16,-1.0,76.91839999999999,3.744006849315068,58.19,56.0,55.28,54.32,59.54,63.95,87.47,90.71,87.88,84.44,96.81,104.72,52.64,43.32,26.84,47.01,46.51,67.62,56.49,55.28,58.19,1.5156186855532954,55.83833333333334,54.32,58.19,1.2869874384258881,56.00333333333333,54.32,59.54,1.5456174602187884,60.45583333333334,54.32,67.49,4.792769841503248
2026-06-28 08:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,61.0,100.34,41.36,12.09,1.31,29.43,24.21,80.93,4.56,57,1011.9,0.0,101,Moderate,PM25,8,28,6,6,2026,1,2,0.8660254037844387,-0.4999999999999998,1.2246467991473532e-16,-1.0,110.3976,3.210234034113447,58.5,58.19,56.0,55.54,57.23,65.5,94.53,87.47,90.71,80.1,95.95,109.3,63.68,52.64,43.32,22.13,72.08,83.57,57.56333333333333,56.0,58.5,1.3627301028933305,56.535,55.28,58.5,1.4246929493752112,55.916666666666664,54.32,58.5,1.3454795247475884,60.22875,54.32,67.49,4.7489278538286355
2026-06-28 09:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,62.99,95.18,46.64,31.76,2.55,33.59,25.51,77.28,4.55,221,1012.8,0.0,108,Moderate,PM25,9,28,6,6,2026,1,2,0.7071067811865476,-0.7071067811865475,1.2246467991473532e-16,-1.0,116.0705,2.915126367408525,61.0,58.5,58.19,55.7,55.49,65.51,100.34,94.53,87.47,98.0,92.2,97.74,41.36,63.68,52.64,66.95,41.25,47.37,59.23,58.19,61.0,1.5406816673143036,57.445,55.28,61.0,2.196649721735248,56.23083333333333,54.32,61.0,1.9735637278483387,60.04125,54.32,67.49,4.618809664555489
2026-06-28 10:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,66.06,114.9,70.4,30.48,0.62,54.31,31.01,70.85,6.18,272,1013.9,0.0,118,Moderate,PM25,10,28,6,6,2026,1,2,0.49999999999999994,-0.8660254037844387,1.2246467991473532e-16,-1.0,191.6418,2.213370821618244,62.99,61.0,58.5,55.28,54.92,67.49,95.18,100.34,94.53,87.88,91.85,110.77,46.64,41.36,63.68,26.84,31.38,40.23,60.830000000000005,58.5,62.99,2.2498222151979985,58.660000000000004,55.28,62.99,2.931586601142748,56.85583333333333,54.32,62.99,2.7517678890399453,59.93625,54.32,67.49,4.51659530533496
2026-06-28 11:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,65.38,101.61,58.6,29.07,1.08,46.76,29.01,61.32,4.85,139,1010.8,0.0,195,Moderate,CO,11,28,6,6,2026,1,2,0.258819045102521,-0.9659258262890682,1.2246467991473532e-16,-1.0,140.6985,2.043318893702099,66.06,62.99,61.0,56.0,55.0,66.65,114.9,95.18,100.34,90.71,87.98,115.49,70.4,46.64,41.36,43.32,35.96,60.18,63.35,61.0,66.06,2.549137108905382,60.45666666666667,56.0,66.06,3.658921516877147,57.784166666666664,54.32,66.06,3.7407108180454496,59.876666666666665,54.32,66.85,4.421034373032642
2026-06-28 12:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,68.09,98.16,33.53,26.98,0.72,60.45,30.78,62.14,8.84,8,1010.3,0.0,125,Moderate,PM25,12,28,6,6,2026,1,2,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,272.09520000000003,1.9553178099433606,65.38,66.06,62.99,58.19,54.83,66.85,101.61,114.9,95.18,87.47,79.68,103.29,58.6,70.4,46.64,52.64,26.13,79.73,64.81,62.99,66.06,1.6124205406774355,62.02,58.19,66.06,3.3660600113485897,58.649166666666666,54.32,66.06,4.20917279356175,59.82375,54.32,66.85,4.343355557630516
2026-06-28 13:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,68.54,116.4,78.92,13.67,2.42,63.01,30.7,50.64,7.08,264,1009.7,0.0,127,Moderate,PM25,13,28,6,6,2026,1,2,-0.2588190451025208,-0.9659258262890683,1.2246467991473532e-16,-1.0,217.356,1.5974763406940065,68.09,65.38,66.06,58.5,54.32,64.13,98.16,101.61,114.9,94.53,84.44,92.86,33.53,58.6,70.4,63.68,47.01,78.45,66.51,65.38,68.09,1.409929076229928,63.669999999999995,58.5,68.09,3.5353302533144277,59.75416666666667,54.32,68.09,4.812667864053867,59.875416666666666,54.32,68.09,4.436937819053228
2026-06-28 14:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,68.97,104.82,30.41,25.21,1.69,52.74,34.05,53.4,9.81,342,1009.4,0.0,128,Moderate,PM25,14,28,6,6,2026,1,2,-0.4999999999999997,-0.8660254037844388,1.2246467991473532e-16,-1.0,334.03049999999996,1.5235378031383737,68.54,68.09,65.38,61.0,55.54,64.66,116.4,98.16,101.61,100.34,80.1,103.63,78.92,33.53,58.6,41.36,22.13,29.56,67.33666666666666,65.38,68.54,1.7093956046895475,65.34333333333333,61.0,68.54,2.921661627681608,60.939166666666665,55.28,68.54,5.09535877643625,60.05916666666667,54.32,68.54,4.704072164363141
2026-06-28 15:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,68.89,112.6,61.86,33.1,2.32,44.72,35.51,48.77,10.12,135,1011.2,0.0,128,Moderate,PM25,15,28,6,6,2026,1,2,-0.7071067811865471,-0.7071067811865479,1.2246467991473532e-16,-1.0,359.36119999999994,1.3357984113941388,68.97,68.54,68.09,62.99,55.7,63.7,104.82,116.4,98.16,95.18,98.0,113.19,30.41,78.92,33.53,46.64,66.95,72.4,68.53333333333335,68.09,68.97,0.4400378771559865,66.67166666666667,62.99,68.97,2.297036496590187,62.05833333333334,55.28,68.97,5.273452954242212,60.23875,54.32,68.97,4.962520671296329
2026-06-28 16:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,68.37,115.02,57.87,9.35,2.59,58.31,32.57,50.03,8.47,332,1011.3,4.6,126,Moderate,PM25,16,28,6,6,2026,1,2,-0.8660254037844384,-0.5000000000000004,1.2246467991473532e-16,-1.0,275.8679,1.4903187369675306,68.89,68.97,68.54,66.06,55.28,64.89,112.6,104.82,116.4,114.9,87.88,104.67,61.86,30.41,78.92,70.4,26.84,63.29,68.8,68.54,68.97,0.22869193251756328,67.655,65.38,68.97,1.545739305316648,63.1575,55.28,68.97,5.201814587237791,60.455000000000005,54.32,68.97,5.225995224543974
2026-06-28 17:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,65.52,112.36,78.49,18.02,1.54,46.94,30.5,51.2,9.64,307,1008.3,0.0,116,Moderate,PM25,17,28,6,6,2026,1,2,-0.9659258262890683,-0.25881904510252063,1.2246467991473532e-16,-1.0,294.02000000000004,1.6253968253968254,68.37,68.89,68.97,65.38,56.0,62.85,115.02,112.6,104.82,101.61,90.71,95.87,57.87,61.86,30.41,58.6,43.32,56.38,68.74333333333334,68.37,68.97,0.3257811126077582,68.04,65.38,68.97,1.343458224136816,64.24833333333333,56.0,68.97,4.752834242147858,60.6,54.32,68.97,5.399786630245107
2026-06-28 18:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,61.51,93.87,66.31,10.33,1.12,33.31,31.83,54.13,10.71,317,1010.8,0.0,103,Moderate,PM25,18,28,6,6,2026,1,2,-1.0,-1.8369701987210297e-16,1.2246467991473532e-16,-1.0,340.8993,1.6487968321657023,65.52,68.37,68.89,68.09,58.19,62.72,112.36,115.02,112.6,98.16,87.47,93.64,78.49,57.87,61.86,33.53,52.64,24.8,67.59333333333332,65.52,68.89,1.8142859017618898,68.06333333333333,65.52,68.97,1.288094199454186,65.04166666666667,58.19,68.97,3.983070613879622,60.71125,54.32,68.97,5.475136934956206
2026-06-28 19:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,60.74,97.06,93.77,11.91,2.7,8.96,30.88,58.69,8.75,340,1014.8,0.0,211,Poor,PM25,19,28,6,6,2026,1,2,-0.9659258262890684,0.2588190451025203,1.2246467991473532e-16,-1.0,270.2,1.840966122961104,61.51,65.52,68.37,68.54,58.5,59.54,93.87,112.36,115.02,116.4,94.53,96.81,66.31,78.49,57.87,78.92,63.68,46.51,65.13333333333334,61.51,68.37,3.446307202402584,66.96666666666665,61.51,68.97,2.967333258443921,65.31833333333333,58.5,68.97,3.5563281199812775,60.66083333333333,54.32,68.97,5.461389309361282
2026-06-28 20:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,58.18,97.37,67.71,34.47,1.6,4.53,26.82,72.85,10.28,197,1012.3,0.0,97,Satisfactory,PM10,20,28,6,6,2026,1,2,-0.8660254037844386,0.5000000000000001,1.2246467991473532e-16,-1.0,275.70959999999997,2.61861969805895,60.74,61.51,65.52,68.97,61.0,57.23,97.06,93.87,112.36,104.82,100.34,95.95,93.77,66.31,78.49,30.41,41.36,72.08,62.589999999999996,60.74,65.52,2.566495665298989,65.66666666666667,60.74,68.97,3.746500589439065,65.505,60.74,68.97,3.207597514991817,60.71083333333333,54.32,68.97,5.456172345762784
2026-06-28 21:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,56.54,82.34,59.85,13.83,0.81,8.23,26.73,79.9,8.94,104,1013.5,0.0,94,Satisfactory,PM25,21,28,6,6,2026,1,2,-0.7071067811865477,0.7071067811865474,1.2246467991473532e-16,-1.0,238.9662,2.88135593220339,58.18,60.74,61.51,68.89,62.99,55.49,97.37,97.06,93.87,112.6,95.18,92.2,67.71,93.77,66.31,61.86,46.64,41.25,60.14333333333334,58.18,61.51,1.7433397068075331,63.86833333333333,58.18,68.89,4.379851215129008,65.27,58.18,68.97,3.64159555439893,60.750416666666666,54.32,68.97,5.433219462886067
2026-06-28 22:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,55.44,95.22,49.84,17.17,2.52,0.0,22.9,83.86,9.71,6,1008.9,0.0,106,Moderate,CO,22,28,6,6,2026,1,2,-0.5000000000000004,0.8660254037844384,1.2246467991473532e-16,-1.0,222.359,3.508786610878661,56.54,58.18,60.74,68.37,66.06,54.92,82.34,97.37,97.06,115.02,114.9,91.85,59.85,67.71,93.77,57.87,70.4,31.38,58.48666666666667,56.54,60.74,2.1167270332595405,61.81,56.54,68.37,4.449323544090735,64.7325,56.54,68.97,4.404760080144688,60.79416666666666,54.32,68.97,5.393098582340256
2026-06-28 23:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,53.86,95.8,53.61,28.27,1.83,0.0,19.97,86.69,6.49,101,1010.7,0.0,96,Satisfactory,PM10,23,28,6,6,2026,1,2,-0.25881904510252157,0.9659258262890681,1.2246467991473532e-16,-1.0,129.6053,4.134000953743443,55.44,56.54,58.18,65.52,65.38,55.0,95.22,82.34,97.37,112.36,101.61,87.98,49.84,59.85,67.71,78.49,58.6,35.96,56.72,55.44,58.18,1.3788400922508566,59.655,55.44,65.52,3.705713156735135,63.8475,55.44,68.97,5.122238723981382,60.81583333333334,54.32,68.97,5.3694659411112315
2026-06-29 00:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,52.3,81.54,25.6,19.91,1.03,19.67,16.15,91.91,5.41,272,1009.9,0.0,195,Moderate,CO,0,29,0,6,2026,0,2,0.0,1.0,1.2246467991473532e-16,-1.0,87.3715,5.359183673469388,53.86,55.44,56.54,61.51,68.09,54.83,95.8,95.22,82.34,93.87,98.16,79.68,53.61,49.84,59.85,66.31,33.53,26.13,55.279999999999994,53.86,56.54,1.3471451295232892,57.711666666666666,53.86,61.51,3.0061963785931103,62.887499999999996,53.86,68.97,5.838376369879172,60.76833333333334,53.86,68.97,5.4278762494837745
2026-06-29 01:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,50.82,89.38,51.21,20.09,1.83,19.15,18.88,91.95,7.41,322,1009.2,0.0,91,Satisfactory,CO,1,29,0,6,2026,0,2,0.25881904510252074,0.9659258262890683,1.2246467991473532e-16,-1.0,139.9008,4.625251509054326,52.3,53.86,55.44,60.74,68.54,54.32,81.54,95.8,95.22,97.06,116.4,84.44,25.6,53.61,49.84,93.77,78.92,47.01,53.86666666666667,52.3,55.44,1.5700106156748224,56.17666666666667,52.3,60.74,3.0301001083571744,61.571666666666665,52.3,68.97,6.318840275259557,60.66291666666666,52.3,68.97,5.570904601562483
2026-06-29 02:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,50.75,78.43,63.96,30.15,1.29,34.96,17.41,98.0,3.69,115,1014.9,0.0,84,Satisfactory,PM25,2,29,0,6,2026,0,2,0.49999999999999994,0.8660254037844387,1.2246467991473532e-16,-1.0,64.2429,5.32319391634981,50.82,52.3,53.86,58.18,68.97,55.54,89.38,81.54,95.8,97.37,104.82,80.1,51.21,25.6,53.61,67.71,30.41,22.13,52.32666666666666,50.82,53.86,1.5201754284725202,54.52333333333333,50.82,58.18,2.734093390260467,60.095,50.82,68.97,6.606328233388994,60.51708333333334,50.82,68.97,5.785831629500416
2026-06-29 03:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,52.03,79.56,79.82,34.45,2.04,18.25,16.08,98.0,4.09,10,1013.8,0.0,201,Poor,CO,3,29,0,6,2026,0,2,0.7071067811865475,0.7071067811865476,1.2246467991473532e-16,-1.0,65.76719999999999,5.7377049180327875,50.75,50.82,52.3,56.54,68.89,55.7,78.43,89.38,81.54,82.34,112.6,98.0,63.96,51.21,25.6,59.85,61.86,66.95,51.29,50.75,52.3,0.8753856293075961,53.285,50.75,56.54,2.4100767622628103,58.57666666666666,50.75,68.89,6.473573318898251,60.3175,50.75,68.97,6.041929759389065
