timestamp,city,state,station,latitude,longitude,pm25,pm10,no2,so2,co,o3,temperature,humidity,wind_speed,wind_direction,pressure,rainfall,aqi,aqi_category,dominant_pollutant
2026-06-27 06:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,63.08,109.99,67.99,12.98,1.25,34.84,19.44,90.21,2.27,293,1010.6,0.0,108,Moderate,PM25
2026-06-27 07:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,63.95,104.72,67.62,25.46,0.98,24.02,24.38,88.03,3.03,200,1009.8,0.0,111,Moderate,PM25
2026-06-27 08:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,65.5,109.3,83.57,28.7,1.43,25.6,23.62,80.13,2.16,312,1011.3,0.0,116,Moderate,PM25
2026-06-27 09:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,65.51,97.74,47.37,25.22,1.67,41.62,23.59,77.0,1.35,243,1011.1,0.0,116,Moderate,PM25
2026-06-27 10:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,67.49,110.77,40.23,32.45,2.3,42.19,26.29,71.92,7.07,144,1010.6,0.0,123,Moderate,PM25
2026-06-27 11:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,66.65,115.49,60.18,9.89,2.01,50.09,32.12,67.57,6.77,83,1011.2,0.0,201,Poor,CO
2026-06-27 12:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,66.85,103.29,79.73,20.05,1.33,62.8,29.86,61.26,7.54,61,1010.9,0.0,121,Moderate,PM25
2026-06-27 13:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,64.13,92.86,78.45,8.54,2.22,69.21,31.18,55.67,5.8,33,1009.8,0.0,112,Moderate,PM25
2026-06-27 14:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,64.66,103.63,29.56,9.7,0.86,53.97,34.23,47.38,6.19,124,1009.7,0.0,114,Moderate,PM25
2026-06-27 15:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,63.7,113.19,72.4,12.37,2.33,57.68,34.22,44.02,11.16,180,1010.8,0.0,110,Moderate,PM25
2026-06-27 16:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,64.89,104.67,63.29,11.81,1.07,56.04,34.35,49.55,9.15,344,1012.0,0.0,195,Moderate,CO
2026-06-27 17:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,62.85,95.87,56.38,11.76,2.58,46.55,35.87,54.21,10.19,297,1012.7,0.0,107,Moderate,PM25
2026-06-27 18:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,62.72,93.64,24.8,28.97,0.87,29.86,25.57,59.5,9.81,0,1008.1,0.0,107,Moderate,PM25
2026-06-27 19:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,59.54,96.81,46.51,13.72,2.17,23.04,26.66,58.01,11.69,154,1009.2,11.8,102,Moderate,CO
2026-06-27 20:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,57.23,95.95,72.08,25.1,1.6,0.24,26.23,66.75,9.2,236,1013.9,0.0,96,Satisfactory,PM10
2026-06-27 21:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,55.49,92.2,41.25,22.19,1.66,-8.89,26.99,76.25,9.18,89,1008.9,0.0,92,Satisfactory,PM25
2026-06-27 22:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,54.92,91.85,31.38,24.71,1.31,2.57,24.98,77.89,9.27,23,1008.3,0.0,92,Satisfactory,PM10
2026-06-27 23:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,55.0,87.98,35.96,12.03,0.88,1.62,19.04,89.7,5.68,291,1012.3,0.0,92,Satisfactory,PM25
2026-06-28 00:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,54.83,79.68,26.13,25.78,2.67,35.22,19.17,92.08,5.93,334,1009.8,0.0,108,Moderate,CO
2026-06-28 01:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,54.32,84.44,47.01,14.13,2.56,26.27,20.04,96.56,5.85,17,1008.3,0.0,107,Moderate,CO
2026-06-28 02:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,55.54,80.1,22.13,21.73,1.45,26.55,18.14,95.92,1.83,197,1013.8,6.7,92,Satisfactory,PM25
2026-06-28 03:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,55.7,98.0,66.95,14.15,2.75,31.68,15.73,98.0,3.5,345,1011.3,0.0,109,Moderate,CO
2026-06-28 04:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,55.28,87.88,26.84,21.12,2.62,28.02,16.72,95.93,3.58,15,1008.8,0.0,108,Moderate,CO
2026-06-28 05:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,56.0,90.71,43.32,12.42,1.2,38.21,16.9,96.51,5.7,4,1014.9,0.0,93,Satisfactory,PM25
2026-06-28 06:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,58.19,87.47,52.64,25.17,1.09,39.46,18.8,93.8,4.9,65,1008.4,0.0,195,Moderate,CO
2026-06-28 07:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,58.5,94.53,63.68,10.91,2.11,17.3,22.36,87.46,3.44,54,1010.4,0.0,101,Moderate,CO
2026-06-28 08:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,61.0,100.34,41.36,12.09,1.31,29.43,24.21,80.93,4.56,57,1011.9,0.0,101,Moderate,PM25
2026-06-28 09:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,62.99,95.18,46.64,31.76,2.55,33.59,25.51,77.28,4.55,221,1012.8,0.0,108,Moderate,PM25
2026-06-28 10:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,66.06,114.9,70.4,30.48,0.62,54.31,31.01,70.85,6.18,272,1013.9,0.0,118,Moderate,PM25
2026-06-28 11:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,65.38,101.61,58.6,29.07,1.08,46.76,29.01,61.32,4.85,139,1010.8,0.0,195,Moderate,CO
2026-06-28 12:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,68.09,98.16,33.53,26.98,0.72,60.45,30.78,62.14,8.84,8,1010.3,0.0,125,Moderate,PM25
2026-06-28 13:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,68.54,116.4,78.92,13.67,2.42,63.01,30.7,50.64,7.08,264,1009.7,0.0,127,Moderate,PM25
2026-06-28 14:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,68.97,104.82,30.41,25.21,1.69,52.74,34.05,53.4,9.81,342,1009.4,0.0,128,Moderate,PM25
2026-06-28 15:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,68.89,112.6,61.86,33.1,2.32,44.72,35.51,48.77,10.12,135,1011.2,0.0,128,Moderate,PM25
2026-06-28 16:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,68.37,115.02,57.87,9.35,2.59,58.31,32.57,50.03,8.47,332,1011.3,4.6,126,Moderate,PM25
2026-06-28 17:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,65.52,112.36,78.49,18.02,1.54,46.94,30.5,51.2,9.64,307,1008.3,0.0,116,Moderate,PM25
2026-06-28 18:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,61.51,93.87,66.31,10.33,1.12,33.31,31.83,54.13,10.71,317,1010.8,0.0,103,Moderate,PM25
2026-06-28 19:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,60.74,97.06,93.77,11.91,2.7,8.96,30.88,58.69,8.75,340,1014.8,0.0,211,Poor,PM25
2026-06-28 20:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,58.18,97.37,67.71,34.47,1.6,4.53,26.82,72.85,10.28,197,1012.3,0.0,97,Satisfactory,PM10
2026-06-28 21:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,56.54,82.34,59.85,13.83,0.81,8.23,26.73,79.9,8.94,104,1013.5,0.0,94,Satisfactory,PM25
2026-06-28 22:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,55.44,95.22,49.84,17.17,2.52,-4.67,22.9,83.86,9.71,6,1008.9,0.0,106,Moderate,CO
2026-06-28 23:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,53.86,95.8,53.61,28.27,1.83,-6.19,19.97,86.69,6.49,101,1010.7,0.0,96,Satisfactory,PM10
2026-06-29 00:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,52.3,81.54,25.6,19.91,1.03,19.67,16.15,91.91,5.41,272,1009.9,0.0,195,Moderate,CO
2026-06-29 01:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,50.82,89.38,51.21,20.09,1.83,19.15,18.88,91.95,7.41,322,1009.2,0.0,91,Satisfactory,CO
2026-06-29 02:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,50.75,78.43,63.96,30.15,1.29,34.96,17.41,98.0,3.69,115,1014.9,0.0,84,Satisfactory,PM25
2026-06-29 03:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,52.03,79.56,79.82,34.45,2.04,18.25,16.08,98.0,4.09,10,1013.8,0.0,201,Poor,CO
2026-06-29 04:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,53.45,82.03,37.79,32.79,0.84,33.99,17.16,95.16,4.66,91,1013.7,0.0,89,Satisfactory,PM25
2026-06-29 05:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,52.78,76.27,25.23,27.42,1.52,37.63,18.31,94.3,3.55,220,1011.0,0.0,88,Satisfactory,PM25
2026-06-29 06:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,55.51,96.45,35.24,8.84,2.23,17.66,20.27,89.91,3.26,235,1014.9,1.6,103,Moderate,CO
2026-06-29 07:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,58.26,86.59,41.62,9.85,2.28,25.21,20.43,88.53,2.97,83,1013.7,13.5,103,Moderate,CO
2026-06-29 08:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,60.87,85.22,45.14,18.52,1.93,20.67,23.45,78.61,2.58,148,1013.6,0.0,211,Poor,PM25
2026-06-29 09:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,62.16,87.71,92.97,11.44,2.66,50.14,24.55,76.62,5.0,302,1014.9,0.0,125,Moderate,O3
2026-06-29 10:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,65.85,106.22,58.11,20.15,1.08,38.58,28.48,68.17,4.17,16,1012.0,0.0,195,Moderate,CO
2026-06-29 11:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,67.38,110.47,23.87,31.69,2.53,51.58,27.67,64.18,8.84,301,1010.0,0.0,123,Moderate,PM25
2026-06-29 12:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,68.66,111.87,59.53,14.81,1.08,60.5,29.63,57.87,9.06,11,1014.1,14.4,195,Moderate,CO
2026-06-29 13:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,67.13,103.14,29.89,12.61,2.69,61.13,31.76,55.09,9.33,243,1008.9,0.0,122,Moderate,PM25
2026-06-29 14:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,65.77,104.53,79.03,15.26,1.5,70.57,31.33,53.27,8.81,85,1011.3,0.0,117,Moderate,PM25
2026-06-29 15:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,68.06,108.08,46.85,20.81,1.9,56.74,32.24,50.89,9.76,102,1011.2,0.0,125,Moderate,PM25
2026-06-29 16:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,66.24,93.91,36.67,30.05,1.23,56.03,30.71,53.97,10.09,206,1008.2,0.0,119,Moderate,PM25
2026-06-29 17:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,64.78,114.78,29.91,18.53,2.21,47.87,31.04,49.8,11.62,242,1010.1,0.0,114,Moderate,PM25
2026-06-29 18:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,64.19,90.91,72.3,14.93,2.06,35.01,31.46,55.31,10.9,214,1011.8,0.0,202,Poor,CO
2026-06-29 19:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,60.36,102.62,59.76,25.44,2.52,26.39,27.66,62.67,14.18,49,1008.8,0.0,210,Poor,PM25
2026-06-29 20:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,59.39,100.75,66.8,30.38,3.28,14.93,25.46,69.48,12.82,161,1008.6,0.0,116,Moderate,CO
2026-06-29 21:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,57.64,99.52,24.04,18.46,2.47,-3.22,22.77,75.24,8.12,310,1012.1,0.0,106,Moderate,CO
2026-06-29 22:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,55.17,90.02,65.56,10.67,2.56,-17.98,19.7,80.65,8.39,141,1011.7,0.0,107,Moderate,CO
2026-06-29 23:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,54.77,77.66,65.71,33.56,1.35,-7.07,19.46,91.32,6.79,214,1008.7,0.0,91,Satisfactory,PM25
2026-06-30 00:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,55.5,90.59,53.58,10.84,0.97,39.3,19.51,89.33,6.65,35,1009.5,0.0,92,Satisfactory,PM25
2026-06-30 01:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,52.79,80.52,28.82,21.17,0.89,35.89,15.9,92.44,3.28,170,1011.1,0.0,88,Satisfactory,PM25
2026-06-30 02:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,51.9,85.26,29.1,8.84,2.74,34.34,17.42,98.0,5.1,191,1009.2,0.0,109,Moderate,CO
2026-06-30 03:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,52.05,90.08,62.54,12.78,1.72,31.93,18.53,98.0,2.91,196,1009.2,0.0,90,Satisfactory,PM10
2026-06-30 04:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,52.49,89.91,64.07,16.11,1.32,34.81,18.12,98.0,2.61,53,1014.0,0.0,90,Satisfactory,PM10
2026-06-30 05:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,55.91,86.17,47.51,9.03,2.24,28.73,20.41,97.13,2.04,168,1008.2,0.0,103,Moderate,CO
2026-06-30 06:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,57.24,82.28,65.28,21.28,1.27,27.29,20.32,98.0,3.94,158,1012.2,0.0,95,Satisfactory,PM25
2026-06-30 07:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,60.33,106.04,47.36,19.97,1.92,29.79,19.75,87.18,4.72,358,1008.4,9.8,210,Poor,PM25
2026-06-30 08:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,60.36,92.04,50.36,8.83,3.24,20.52,21.74,84.13,4.22,334,1008.2,0.0,210,Poor,PM25
2026-06-30 09:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,64.48,106.9,84.19,17.0,2.71,39.03,25.69,74.63,3.14,227,1008.5,14.1,113,Moderate,PM25
2026-06-30 10:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,65.93,115.62,62.0,10.82,1.48,53.65,27.8,71.42,2.81,8,1010.1,0.0,118,Moderate,PM25
2026-06-30 11:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,67.87,113.96,20.37,10.73,2.51,60.36,31.82,62.09,3.04,52,1013.0,0.0,124,Moderate,PM25
2026-06-30 12:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,68.56,107.0,37.55,12.11,1.19,48.84,30.15,60.77,6.92,197,1009.5,3.6,127,Moderate,PM25
2026-06-30 13:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,70.17,103.51,63.19,31.41,1.6,70.54,31.21,59.51,8.76,189,1011.2,0.0,132,Moderate,PM25
2026-06-30 14:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,68.13,110.74,27.2,32.75,2.19,58.32,31.2,52.52,9.72,97,1010.8,0.0,125,Moderate,PM25
2026-06-30 15:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,67.98,114.62,55.61,32.18,1.88,54.99,32.08,51.44,9.07,29,1014.5,0.0,125,Moderate,PM25
2026-06-30 16:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,66.99,117.0,54.31,32.49,2.67,46.13,31.15,52.66,9.71,243,1008.8,8.7,121,Moderate,PM25
2026-06-30 17:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,64.48,96.83,72.53,12.94,1.21,29.06,32.54,54.54,10.6,96,1011.3,0.0,113,Moderate,PM25
2026-06-30 18:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,60.06,104.88,48.56,11.0,2.0,34.27,30.61,57.98,8.51,149,1013.0,0.0,210,Poor,PM25
2026-06-30 19:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,59.33,98.43,82.77,28.36,1.18,14.05,29.94,62.91,9.85,168,1012.1,1.1,103,Moderate,NO2
2026-06-30 20:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,59.17,101.35,67.63,10.7,2.61,0.47,27.85,69.06,10.09,11,1013.2,0.0,107,Moderate,CO
2026-06-30 21:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,57.35,96.92,72.66,9.12,1.47,5.74,25.67,69.91,8.84,79,1008.9,0.0,97,Satisfactory,PM10
2026-06-30 22:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,55.13,85.61,42.06,12.91,1.56,-9.98,23.13,85.2,7.26,80,1012.5,0.0,92,Satisfactory,PM25
2026-06-30 23:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,56.45,91.42,72.76,26.24,1.8,0.74,22.18,82.84,8.72,74,1009.1,0.0,94,Satisfactory,PM25
2026-07-01 00:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,55.84,91.66,48.4,9.61,2.08,29.56,19.57,98.0,7.15,232,1011.9,0.0,202,Poor,CO
2026-07-01 01:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,56.0,92.28,73.76,30.87,1.29,21.91,16.77,96.71,6.03,326,1009.1,0.0,93,Satisfactory,PM25
2026-07-01 02:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,57.15,92.33,23.64,26.63,2.12,38.27,15.92,94.44,4.48,16,1010.9,0.0,101,Moderate,CO
2026-07-01 03:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,56.19,100.0,77.74,24.76,2.64,34.02,18.88,96.08,3.96,165,1011.9,0.0,108,Moderate,CO
2026-07-01 04:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,57.78,96.47,28.22,34.86,1.76,24.8,17.21,96.86,3.5,229,1011.5,0.0,96,Satisfactory,PM10
2026-07-01 05:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,58.44,86.94,47.54,32.82,0.99,20.35,19.01,98.0,3.78,127,1012.9,0.0,97,Satisfactory,PM25
2026-07-01 06:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,60.63,103.63,38.6,14.27,1.61,34.53,18.87,93.6,4.08,300,1013.5,0.0,211,Poor,PM25
2026-07-01 07:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,63.22,89.67,68.48,12.8,1.73,35.21,21.35,84.97,1.41,144,1014.3,13.6,109,Moderate,PM25
2026-07-01 08:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,64.04,102.79,63.89,25.16,1.3,15.82,23.85,81.22,2.03,99,1012.4,0.0,111,Moderate,PM25
2026-07-01 09:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,66.41,104.02,85.84,32.36,3.03,50.17,22.13,72.59,4.79,344,1009.0,0.0,125,Moderate,O3
2026-07-01 10:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,66.57,112.35,53.8,19.54,1.32,56.56,24.88,67.88,2.83,325,1013.9,0.0,120,Moderate,PM25
2026-07-01 11:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,67.89,119.19,52.67,13.52,1.16,50.71,29.81,61.21,5.59,228,1010.6,0.0,126,Moderate,O3
2026-07-01 12:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,67.94,97.7,69.6,9.29,2.2,67.63,32.21,60.5,5.78,185,1011.2,4.7,125,Moderate,PM25
2026-07-01 13:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,67.67,109.53,51.92,23.94,0.73,59.05,32.93,50.75,8.5,73,1008.1,0.0,124,Moderate,PM25
2026-07-01 14:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,66.59,112.72,58.44,19.23,2.27,63.53,31.28,48.29,7.11,45,1010.4,0.0,120,Moderate,PM25
2026-07-01 15:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,64.35,109.72,52.55,12.04,1.44,53.68,32.3,50.4,6.7,96,1012.4,0.0,112,Moderate,PM25
2026-07-01 16:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,64.25,106.19,27.8,23.12,2.32,53.28,32.51,47.23,9.69,64,1008.7,0.0,112,Moderate,PM25
2026-07-01 17:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,62.66,88.5,23.11,11.84,1.07,42.44,33.34,55.56,12.08,156,1011.8,0.0,195,Moderate,CO
2026-07-01 18:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,62.97,97.91,74.39,8.43,2.32,18.11,25.58,58.78,12.37,303,1008.7,0.0,108,Moderate,PM25
2026-07-01 19:18:43,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.6139,77.209,63.59,102.62,67.44,19.6,1.78,16.24,29.01,63.76,9.91,291,1012.7,0.0,110,Moderate,PM25
